Ages,Gender,Pendidikan,Hoby,Jobs,Pets,Addresess,Fear,Dream,Fav_food
19,P,SMA,Membaca,Guru,Tupai,Sukabumi,Gelap,Artis,Batagor
38,P,S1,Ngoding,Guru,Anjing,Cisaat,Gelap,Artis,Batagor
46,L,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Artis,Seblak
23,L,SMA,Membaca,Guru,Kucing,Nyalindung,Gelap,Hitam,Risol Charel
58,L,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Artis,Seblak
48,P,SMK,GYM,Guru,Kucing,Cisaat,Ketinggian,Hitam,Risol Charel
50,L,SMK,Ngoding,Trainer,Tupai,Cisaat,Laut,Artis,Batagor
58,P,S2,GYM,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Cimol
58,P,S1,Membaca,Guru,Tupai,Nyalindung,Laut,Sehat,Cimol
34,L,S1,Ngoding,Trainer,Kucing,Sukabumi,Gelap,Artis,Risol Charel
29,L,SMK,GYM,Trainer,Otter,Sukabumi,Ketinggian,Hitam,Cimol
56,L,SMA,Membaca,Guru,Otter,Cisaat,Ketinggian,Kaya Raya,Risol Charel
50,P,S1,Ngoding,Guru,Tupai,Cisaat,Laut,Sehat,Seblak
19,P,SMK,Membaca,Guru,Anjing,Sukabumi,Ketinggian,Artis,Risol Charel
37,L,S2,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Hitam,Seblak
36,P,SMK,GYM,Guru,Otter,Nyalindung,Laut,Artis,Seblak
32,P,SMA,GYM,Trainer,Tupai,Cisaat,Gelap,Artis,Cimol
48,P,S2,GYM,Guru,Anjing,Nyalindung,Gelap,Kaya Raya,Nasi Padang
27,L,S1,Ngoding,Pustakawan,Anjing,Cisaat,Ketinggian,Artis,Cimol
39,P,SMK,Membaca,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Seblak
32,P,S2,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Artis,Cimol
54,L,S2,Membaca,Trainer,Otter,Sukabumi,Gelap,Artis,Batagor
42,L,SMK,GYM,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Seblak
34,L,S1,Ngoding,Trainer,Otter,Sukabumi,Laut,Sehat,Nasi Padang
33,L,S2,GYM,Trainer,Kucing,Nyalindung,Ketinggian,Artis,Cimol
50,L,SMA,Ngoding,Trainer,Anjing,Sukabumi,Ketinggian,Sehat,Nasi Padang
47,P,SMA,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Hitam,Batagor
41,P,S1,Membaca,Pustakawan,Tupai,Sukabumi,Laut,Kaya Raya,Nasi Padang
52,P,SMK,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Hitam,Cimol
45,L,S2,Membaca,Guru,Tupai,Cisaat,Laut,Artis,Batagor
28,P,S1,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Artis,Nasi Padang
22,P,S1,GYM,Pustakawan,Otter,Nyalindung,Laut,Kaya Raya,Nasi Padang
57,P,SMA,Membaca,Guru,Otter,Nyalindung,Laut,Sehat,Cimol
24,P,SMK,Ngoding,Trainer,Anjing,Nyalindung,Laut,Kaya Raya,Seblak
34,P,SMK,GYM,Guru,Kucing,Sukabumi,Ketinggian,Kaya Raya,Batagor
26,L,SMK,GYM,Guru,Otter,Nyalindung,Ketinggian,Sehat,Cimol
56,P,SMA,Membaca,Guru,Anjing,Nyalindung,Laut,Kaya Raya,Cimol
45,P,S2,GYM,Guru,Tupai,Sukabumi,Laut,Kaya Raya,Seblak
20,P,SMK,GYM,Guru,Anjing,Cisaat,Gelap,Kaya Raya,Cimol
40,L,SMK,GYM,Trainer,Tupai,Sukabumi,Gelap,Artis,Seblak
60,P,S1,Membaca,Guru,Otter,Nyalindung,Laut,Hitam,Nasi Padang
53,P,S2,Membaca,Guru,Otter,Cisaat,Ketinggian,Sehat,Nasi Padang
19,L,S1,Membaca,Trainer,Kucing,Sukabumi,Laut,Artis,Nasi Padang
45,L,SMK,Ngoding,Guru,Anjing,Nyalindung,Laut,Sehat,Risol Charel
24,L,SMK,GYM,Pustakawan,Kucing,Sukabumi,Gelap,Sehat,Cimol
40,P,S1,GYM,Guru,Kucing,Cisaat,Gelap,Sehat,Batagor
34,L,S2,Ngoding,Guru,Otter,Cisaat,Gelap,Artis,Cimol
43,P,S1,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Kaya Raya,Risol Charel
28,P,S1,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Risol Charel
39,L,SMK,GYM,Trainer,Tupai,Sukabumi,Laut,Sehat,Seblak
42,P,S1,Ngoding,Trainer,Anjing,Nyalindung,Ketinggian,Hitam,Batagor
54,P,SMA,GYM,Guru,Kucing,Nyalindung,Laut,Artis,Seblak
54,L,S2,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Cimol
55,P,S2,Membaca,Guru,Otter,Cisaat,Gelap,Kaya Raya,Batagor
48,L,SMK,GYM,Guru,Anjing,Cisaat,Ketinggian,Artis,Batagor
53,L,S1,Membaca,Pustakawan,Kucing,Cisaat,Laut,Hitam,Seblak
20,P,S2,Membaca,Guru,Anjing,Cisaat,Laut,Sehat,Batagor
20,L,SMA,Ngoding,Pustakawan,Otter,Nyalindung,Ketinggian,Hitam,Risol Charel
39,P,S2,Membaca,Guru,Kucing,Sukabumi,Laut,Sehat,Batagor
23,P,SMA,Membaca,Guru,Anjing,Cisaat,Ketinggian,Artis,Cimol
52,L,S1,GYM,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Batagor
37,P,SMK,GYM,Trainer,Kucing,Nyalindung,Gelap,Sehat,Risol Charel
59,P,S2,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Artis,Cimol
40,L,S2,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Hitam,Nasi Padang
42,L,SMA,Ngoding,Trainer,Otter,Sukabumi,Gelap,Hitam,Cimol
28,P,S1,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Sehat,Seblak
34,P,SMA,Ngoding,Pustakawan,Anjing,Nyalindung,Ketinggian,Hitam,Risol Charel
29,L,S2,Membaca,Pustakawan,Otter,Nyalindung,Gelap,Sehat,Cimol
58,P,S2,Ngoding,Guru,Tupai,Cisaat,Gelap,Artis,Seblak
30,L,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Artis,Batagor
31,P,SMA,GYM,Trainer,Kucing,Sukabumi,Laut,Artis,Nasi Padang
43,P,SMA,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Hitam,Nasi Padang
24,L,SMK,Ngoding,Guru,Anjing,Cisaat,Laut,Artis,Risol Charel
53,P,SMA,Ngoding,Guru,Otter,Nyalindung,Gelap,Hitam,Cimol
30,L,SMA,GYM,Trainer,Otter,Cisaat,Gelap,Sehat,Risol Charel
33,L,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Hitam,Seblak
54,P,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Risol Charel
19,L,S1,GYM,Guru,Kucing,Cisaat,Laut,Kaya Raya,Seblak
51,P,S1,Ngoding,Pustakawan,Anjing,Sukabumi,Laut,Sehat,Cimol
59,L,SMK,Ngoding,Guru,Tupai,Cisaat,Gelap,Artis,Nasi Padang
58,L,S1,GYM,Guru,Kucing,Cisaat,Laut,Sehat,Seblak
20,L,S2,GYM,Trainer,Kucing,Nyalindung,Ketinggian,Hitam,Seblak
37,P,SMK,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Sehat,Seblak
37,L,S1,Ngoding,Pustakawan,Otter,Sukabumi,Ketinggian,Kaya Raya,Batagor
29,L,S2,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Sehat,Batagor
20,P,SMA,GYM,Guru,Tupai,Nyalindung,Ketinggian,Hitam,Risol Charel
38,P,S1,GYM,Guru,Otter,Nyalindung,Ketinggian,Hitam,Nasi Padang
40,L,SMK,Ngoding,Trainer,Anjing,Cisaat,Laut,Artis,Risol Charel
57,L,SMK,Ngoding,Guru,Tupai,Cisaat,Laut,Hitam,Risol Charel
49,P,SMK,Ngoding,Guru,Otter,Sukabumi,Gelap,Kaya Raya,Seblak
27,P,SMK,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Sehat,Seblak
53,L,S1,Membaca,Trainer,Anjing,Nyalindung,Gelap,Kaya Raya,Batagor
22,P,SMA,Membaca,Guru,Tupai,Nyalindung,Gelap,Kaya Raya,Seblak
41,P,S1,Ngoding,Trainer,Kucing,Cisaat,Ketinggian,Hitam,Batagor
27,P,SMK,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Hitam,Risol Charel
56,P,SMK,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Cimol
54,L,SMA,GYM,Trainer,Otter,Cisaat,Ketinggian,Hitam,Risol Charel
28,P,S2,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Artis,Batagor
44,L,SMK,Membaca,Pustakawan,Anjing,Cisaat,Laut,Sehat,Batagor
38,L,S2,Membaca,Guru,Kucing,Nyalindung,Gelap,Hitam,Batagor
20,P,S1,Ngoding,Trainer,Anjing,Nyalindung,Laut,Sehat,Batagor
49,P,SMK,Ngoding,Trainer,Tupai,Nyalindung,Gelap,Sehat,Risol Charel
20,P,SMK,Membaca,Trainer,Otter,Cisaat,Ketinggian,Artis,Cimol
48,P,S1,Ngoding,Trainer,Anjing,Cisaat,Gelap,Artis,Risol Charel
30,L,SMA,GYM,Guru,Otter,Nyalindung,Laut,Sehat,Cimol
41,L,S2,Ngoding,Guru,Tupai,Nyalindung,Ketinggian,Kaya Raya,Seblak
40,P,S2,Membaca,Pustakawan,Kucing,Cisaat,Gelap,Sehat,Cimol
55,P,S1,GYM,Pustakawan,Kucing,Sukabumi,Gelap,Artis,Seblak
36,P,S1,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Sehat,Seblak
40,L,SMK,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Artis,Seblak
26,L,S2,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Sehat,Batagor
60,P,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Artis,Risol Charel
23,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Ketinggian,Kaya Raya,Cimol
31,L,S1,GYM,Pustakawan,Kucing,Cisaat,Laut,Sehat,Cimol
45,L,S2,Ngoding,Pustakawan,Anjing,Cisaat,Ketinggian,Sehat,Nasi Padang
60,L,SMA,GYM,Guru,Otter,Cisaat,Laut,Sehat,Risol Charel
45,P,SMK,GYM,Pustakawan,Tupai,Nyalindung,Laut,Sehat,Risol Charel
45,L,SMK,Ngoding,Guru,Tupai,Cisaat,Laut,Artis,Cimol
39,P,SMA,Ngoding,Trainer,Kucing,Nyalindung,Gelap,Artis,Risol Charel
57,L,SMK,Ngoding,Pustakawan,Anjing,Sukabumi,Gelap,Kaya Raya,Cimol
55,P,S1,Membaca,Guru,Tupai,Nyalindung,Gelap,Hitam,Nasi Padang
23,L,SMK,GYM,Guru,Tupai,Nyalindung,Gelap,Kaya Raya,Risol Charel
20,L,S1,Ngoding,Pustakawan,Anjing,Sukabumi,Gelap,Artis,Nasi Padang
32,L,S1,GYM,Trainer,Tupai,Sukabumi,Laut,Kaya Raya,Nasi Padang
41,L,SMK,Ngoding,Trainer,Tupai,Sukabumi,Ketinggian,Artis,Cimol
21,P,S1,GYM,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Cimol
51,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Sehat,Risol Charel
41,P,SMK,GYM,Pustakawan,Tupai,Sukabumi,Laut,Artis,Batagor
18,P,S2,Membaca,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Cimol
19,P,SMA,Membaca,Pustakawan,Anjing,Sukabumi,Ketinggian,Hitam,Risol Charel
52,L,S2,Ngoding,Trainer,Otter,Cisaat,Gelap,Sehat,Cimol
19,L,S2,GYM,Guru,Otter,Cisaat,Gelap,Artis,Seblak
28,L,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Kaya Raya,Seblak
50,L,S1,Membaca,Guru,Anjing,Cisaat,Laut,Kaya Raya,Risol Charel
59,P,SMA,Ngoding,Trainer,Tupai,Cisaat,Laut,Hitam,Batagor
20,P,SMK,GYM,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Batagor
44,L,SMK,GYM,Guru,Anjing,Nyalindung,Laut,Hitam,Cimol
27,P,SMK,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Kaya Raya,Seblak
26,L,S2,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Kaya Raya,Batagor
45,P,S2,Ngoding,Pustakawan,Otter,Sukabumi,Gelap,Sehat,Seblak
32,L,S2,Membaca,Trainer,Otter,Nyalindung,Gelap,Hitam,Risol Charel
55,P,S1,Membaca,Guru,Tupai,Cisaat,Gelap,Kaya Raya,Batagor
52,P,S1,Membaca,Trainer,Tupai,Cisaat,Laut,Artis,Nasi Padang
34,L,S2,Ngoding,Guru,Otter,Sukabumi,Gelap,Artis,Cimol
48,P,SMK,Membaca,Pustakawan,Otter,Cisaat,Gelap,Artis,Cimol
39,P,S1,GYM,Pustakawan,Otter,Cisaat,Gelap,Kaya Raya,Nasi Padang
31,L,S2,Membaca,Pustakawan,Anjing,Nyalindung,Laut,Sehat,Seblak
49,P,SMA,Membaca,Guru,Tupai,Cisaat,Ketinggian,Hitam,Seblak
30,P,S2,Membaca,Trainer,Anjing,Sukabumi,Ketinggian,Hitam,Risol Charel
54,P,S2,Ngoding,Trainer,Tupai,Cisaat,Laut,Kaya Raya,Risol Charel
18,L,S1,Membaca,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Risol Charel
20,L,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Hitam,Batagor
32,L,SMK,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Artis,Seblak
33,P,S1,GYM,Guru,Anjing,Cisaat,Ketinggian,Artis,Nasi Padang
60,L,SMK,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Artis,Seblak
31,L,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
60,P,SMK,Ngoding,Trainer,Kucing,Cisaat,Ketinggian,Kaya Raya,Cimol
56,L,S1,Membaca,Guru,Tupai,Cisaat,Gelap,Hitam,Nasi Padang
51,L,S2,Membaca,Trainer,Kucing,Sukabumi,Ketinggian,Artis,Cimol
36,L,S2,Ngoding,Guru,Anjing,Cisaat,Laut,Artis,Risol Charel
59,L,SMK,Membaca,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
60,L,SMK,Ngoding,Trainer,Otter,Nyalindung,Gelap,Kaya Raya,Seblak
33,P,SMK,Ngoding,Trainer,Kucing,Sukabumi,Gelap,Artis,Cimol
51,L,SMA,Ngoding,Trainer,Kucing,Cisaat,Gelap,Hitam,Nasi Padang
30,L,SMK,Ngoding,Guru,Anjing,Nyalindung,Gelap,Artis,Risol Charel
40,P,S2,Ngoding,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Nasi Padang
29,L,SMA,Ngoding,Pustakawan,Anjing,Sukabumi,Ketinggian,Hitam,Nasi Padang
57,P,S2,Ngoding,Guru,Kucing,Nyalindung,Laut,Sehat,Batagor
52,L,S1,Ngoding,Pustakawan,Otter,Nyalindung,Ketinggian,Hitam,Cimol
27,P,SMK,Membaca,Pustakawan,Kucing,Nyalindung,Ketinggian,Artis,Risol Charel
35,L,S1,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Sehat,Risol Charel
40,P,SMA,Ngoding,Guru,Anjing,Sukabumi,Laut,Hitam,Batagor
54,P,S2,GYM,Pustakawan,Kucing,Sukabumi,Ketinggian,Artis,Batagor
31,P,SMK,Membaca,Pustakawan,Anjing,Nyalindung,Ketinggian,Hitam,Batagor
22,P,S1,GYM,Guru,Anjing,Cisaat,Laut,Kaya Raya,Risol Charel
24,L,S1,GYM,Trainer,Tupai,Cisaat,Laut,Hitam,Nasi Padang
34,L,S2,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Hitam,Seblak
50,L,S1,GYM,Trainer,Anjing,Cisaat,Laut,Hitam,Nasi Padang
47,L,S1,GYM,Guru,Anjing,Nyalindung,Ketinggian,Artis,Cimol
43,P,S1,GYM,Guru,Anjing,Sukabumi,Laut,Hitam,Nasi Padang
52,L,SMK,GYM,Guru,Kucing,Sukabumi,Gelap,Hitam,Seblak
44,L,SMA,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Sehat,Nasi Padang
27,P,SMK,GYM,Pustakawan,Tupai,Nyalindung,Laut,Hitam,Cimol
19,L,SMK,Membaca,Guru,Otter,Nyalindung,Gelap,Sehat,Batagor
31,P,S2,GYM,Trainer,Tupai,Cisaat,Laut,Hitam,Risol Charel
52,P,SMA,GYM,Pustakawan,Kucing,Sukabumi,Laut,Sehat,Seblak
57,P,S2,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
50,P,S1,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Artis,Risol Charel
44,P,S2,Ngoding,Pustakawan,Tupai,Cisaat,Laut,Hitam,Nasi Padang
32,L,SMK,GYM,Pustakawan,Otter,Cisaat,Gelap,Sehat,Cimol
41,P,S1,Ngoding,Guru,Otter,Cisaat,Gelap,Sehat,Cimol
36,L,SMA,Ngoding,Guru,Otter,Nyalindung,Laut,Hitam,Cimol
19,P,SMA,Membaca,Guru,Kucing,Sukabumi,Gelap,Artis,Risol Charel
32,L,SMK,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Artis,Risol Charel
31,L,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Laut,Hitam,Risol Charel
45,P,S1,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Hitam,Seblak
35,P,SMA,GYM,Trainer,Otter,Sukabumi,Gelap,Artis,Seblak
27,P,SMK,Ngoding,Guru,Otter,Cisaat,Laut,Sehat,Seblak
45,L,SMK,Membaca,Guru,Otter,Sukabumi,Gelap,Hitam,Nasi Padang
30,L,SMK,Ngoding,Trainer,Otter,Cisaat,Gelap,Artis,Seblak
49,L,S2,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Cimol
20,P,SMK,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Hitam,Cimol
48,L,S2,Membaca,Guru,Tupai,Nyalindung,Gelap,Sehat,Risol Charel
29,P,S1,GYM,Trainer,Anjing,Cisaat,Ketinggian,Artis,Risol Charel
49,P,SMK,Membaca,Pustakawan,Kucing,Nyalindung,Laut,Hitam,Cimol
20,L,SMK,GYM,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Risol Charel
24,L,S1,GYM,Guru,Tupai,Cisaat,Ketinggian,Sehat,Seblak
25,L,S1,GYM,Trainer,Otter,Cisaat,Ketinggian,Hitam,Batagor
44,P,S1,Membaca,Pustakawan,Tupai,Cisaat,Gelap,Kaya Raya,Risol Charel
60,P,SMK,Membaca,Pustakawan,Otter,Cisaat,Ketinggian,Kaya Raya,Seblak
47,L,S2,GYM,Guru,Anjing,Nyalindung,Gelap,Hitam,Batagor
58,P,S2,Membaca,Trainer,Tupai,Nyalindung,Gelap,Hitam,Nasi Padang
26,P,S1,Ngoding,Trainer,Tupai,Sukabumi,Laut,Sehat,Seblak
18,L,SMA,Membaca,Pustakawan,Kucing,Nyalindung,Gelap,Kaya Raya,Cimol
33,P,SMK,Membaca,Guru,Otter,Sukabumi,Ketinggian,Hitam,Risol Charel
24,P,SMK,Membaca,Guru,Tupai,Cisaat,Laut,Kaya Raya,Seblak
31,L,SMK,Membaca,Trainer,Tupai,Nyalindung,Ketinggian,Kaya Raya,Seblak
59,P,S1,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Kaya Raya,Cimol
58,L,SMK,GYM,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Batagor
48,P,SMA,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Kaya Raya,Cimol
32,P,S2,Membaca,Trainer,Tupai,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
49,P,S1,Membaca,Trainer,Kucing,Sukabumi,Laut,Sehat,Cimol
25,L,SMK,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Artis,Risol Charel
42,L,S2,Ngoding,Trainer,Tupai,Sukabumi,Gelap,Artis,Seblak
42,P,SMK,Ngoding,Guru,Otter,Nyalindung,Gelap,Sehat,Seblak
54,P,S2,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Cimol
22,P,SMK,Ngoding,Trainer,Otter,Sukabumi,Gelap,Artis,Nasi Padang
34,L,SMA,Ngoding,Guru,Tupai,Nyalindung,Laut,Artis,Nasi Padang
29,L,S1,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Sehat,Risol Charel
31,L,S2,GYM,Trainer,Kucing,Sukabumi,Gelap,Hitam,Nasi Padang
56,L,S1,Membaca,Pustakawan,Otter,Nyalindung,Laut,Kaya Raya,Cimol
28,P,S1,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Artis,Cimol
57,P,SMK,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Artis,Batagor
42,P,SMA,Ngoding,Guru,Anjing,Cisaat,Laut,Sehat,Nasi Padang
33,L,SMA,GYM,Pustakawan,Anjing,Cisaat,Gelap,Sehat,Batagor
22,L,SMK,Ngoding,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Nasi Padang
31,L,S1,GYM,Pustakawan,Otter,Nyalindung,Laut,Sehat,Batagor
36,P,S1,Ngoding,Trainer,Otter,Nyalindung,Gelap,Hitam,Cimol
55,P,SMK,GYM,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Risol Charel
32,L,SMA,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Sehat,Risol Charel
43,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Artis,Nasi Padang
34,L,S2,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Hitam,Nasi Padang
35,L,S1,Membaca,Guru,Tupai,Sukabumi,Laut,Sehat,Risol Charel
38,L,S2,Ngoding,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
29,P,SMK,Membaca,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Cimol
26,P,S2,Ngoding,Pustakawan,Otter,Nyalindung,Laut,Kaya Raya,Nasi Padang
19,P,S2,Membaca,Pustakawan,Anjing,Cisaat,Ketinggian,Artis,Seblak
18,L,SMA,Ngoding,Pustakawan,Otter,Nyalindung,Laut,Artis,Seblak
37,P,S2,GYM,Trainer,Otter,Nyalindung,Laut,Hitam,Cimol
37,P,S1,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Risol Charel
22,P,SMA,Ngoding,Trainer,Otter,Nyalindung,Ketinggian,Hitam,Seblak
52,L,S1,Membaca,Trainer,Otter,Cisaat,Laut,Sehat,Risol Charel
45,P,S2,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Hitam,Batagor
39,L,SMK,Ngoding,Trainer,Tupai,Sukabumi,Laut,Kaya Raya,Nasi Padang
21,P,S1,Ngoding,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Risol Charel
31,L,S2,GYM,Pustakawan,Otter,Sukabumi,Gelap,Sehat,Risol Charel
32,P,SMA,GYM,Guru,Anjing,Cisaat,Ketinggian,Sehat,Batagor
29,L,SMA,Membaca,Guru,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
36,P,S2,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Sehat,Batagor
59,P,S1,Ngoding,Trainer,Anjing,Cisaat,Gelap,Sehat,Nasi Padang
58,L,SMK,Ngoding,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Seblak
43,P,S2,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Hitam,Cimol
57,L,S2,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Cimol
55,L,S2,Membaca,Guru,Tupai,Sukabumi,Laut,Artis,Cimol
34,P,SMA,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Artis,Seblak
54,P,S2,Membaca,Trainer,Tupai,Sukabumi,Laut,Artis,Risol Charel
57,P,SMK,Ngoding,Trainer,Otter,Cisaat,Laut,Hitam,Seblak
60,P,S1,GYM,Pustakawan,Tupai,Cisaat,Laut,Sehat,Risol Charel
52,L,S2,Membaca,Guru,Tupai,Cisaat,Ketinggian,Artis,Cimol
48,P,S2,GYM,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Cimol
24,P,S1,Ngoding,Pustakawan,Tupai,Cisaat,Gelap,Kaya Raya,Seblak
18,P,S1,Ngoding,Guru,Otter,Nyalindung,Gelap,Sehat,Batagor
20,P,SMA,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
46,P,S2,GYM,Trainer,Tupai,Cisaat,Gelap,Artis,Cimol
34,L,S1,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Sehat,Batagor
33,P,SMA,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Kaya Raya,Risol Charel
43,L,S1,Ngoding,Pustakawan,Kucing,Sukabumi,Laut,Hitam,Batagor
36,P,S2,GYM,Guru,Tupai,Cisaat,Gelap,Artis,Nasi Padang
59,L,SMA,Membaca,Trainer,Anjing,Nyalindung,Laut,Artis,Cimol
33,P,SMA,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Artis,Batagor
38,L,S1,Membaca,Guru,Kucing,Cisaat,Ketinggian,Sehat,Nasi Padang
35,P,S1,Ngoding,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Risol Charel
31,P,S2,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Risol Charel
19,P,S2,Membaca,Guru,Anjing,Nyalindung,Ketinggian,Hitam,Seblak
47,P,S2,GYM,Trainer,Otter,Cisaat,Laut,Kaya Raya,Risol Charel
20,P,SMK,GYM,Pustakawan,Kucing,Nyalindung,Gelap,Artis,Risol Charel
35,L,SMK,Membaca,Pustakawan,Kucing,Sukabumi,Laut,Kaya Raya,Cimol
24,L,S1,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Batagor
47,L,S2,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Hitam,Risol Charel
28,L,SMA,Membaca,Pustakawan,Kucing,Nyalindung,Laut,Sehat,Cimol
35,L,SMA,Ngoding,Trainer,Kucing,Cisaat,Gelap,Sehat,Seblak
35,P,S1,Membaca,Guru,Anjing,Nyalindung,Laut,Artis,Nasi Padang
31,P,SMA,Ngoding,Guru,Otter,Sukabumi,Gelap,Artis,Nasi Padang
25,L,SMA,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Nasi Padang
49,P,SMA,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Sehat,Cimol
25,L,SMA,Ngoding,Guru,Anjing,Cisaat,Gelap,Kaya Raya,Batagor
50,L,SMK,Membaca,Guru,Anjing,Cisaat,Laut,Sehat,Batagor
46,L,SMA,Membaca,Guru,Anjing,Nyalindung,Laut,Hitam,Cimol
39,L,S2,Membaca,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Seblak
38,P,S1,GYM,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Seblak
30,P,S2,GYM,Trainer,Otter,Sukabumi,Ketinggian,Sehat,Cimol
58,P,S1,GYM,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Risol Charel
43,P,SMA,GYM,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Cimol
